date,product_id,demand,hgb_prediction,catboost_prediction,hgb_error,catboost_error,hgb_absolute_error,catboost_absolute_error,demand_bucket,hgb_better,catboost_better,equal_error
2015-09-12,818,17,6.891633398384683,5.86224203135459,-10.108366601615316,-11.13775796864541,10.108366601615316,11.13775796864541,11-25,True,False,False
2015-09-12,230,72,48.5082277400294,63.34967191036747,-23.491772259970602,-8.65032808963253,23.491772259970602,8.65032808963253,51-100,False,True,False
2015-09-12,3498,8,15.694424058476969,17.32148880502614,7.694424058476969,9.321488805026139,7.694424058476969,9.321488805026139,<=10,True,False,False
2015-09-12,2136,4,13.090363543995549,15.815182315269666,9.090363543995549,11.815182315269666,9.090363543995549,11.815182315269666,<=10,True,False,False
2015-09-12,232,48,40.99389954225587,38.78563302009296,-7.006100457744132,-9.214366979907041,7.006100457744132,9.214366979907041,26-50,True,False,False
2015-09-12,1424,1,7.472464181150358,6.943821823516485,6.472464181150358,5.943821823516485,6.472464181150358,5.943821823516485,<=10,False,True,False
2015-09-12,2857,9,32.63993832567291,33.37981980436514,23.639938325672908,24.37981980436514,23.639938325672908,24.37981980436514,<=10,True,False,False
2015-09-12,2804,8,19.15407462665339,17.543002887383075,11.15407462665339,9.543002887383075,11.15407462665339,9.543002887383075,<=10,False,True,False
2015-09-12,2900,5,34.468185716590035,34.59104082238136,29.468185716590035,29.59104082238136,29.468185716590035,29.59104082238136,<=10,True,False,False
2015-09-12,2181,36,12.857241964079785,9.56860390963154,-23.142758035920217,-26.43139609036846,23.142758035920217,26.43139609036846,26-50,True,False,False
2015-09-12,2027,25,44.19392212094673,56.941738873167175,19.19392212094673,31.941738873167175,19.19392212094673,31.941738873167175,11-25,True,False,False
2015-09-12,1000,8,9.809174934142394,10.416024424171658,1.8091749341423942,2.416024424171658,1.8091749341423942,2.416024424171658,<=10,True,False,False
2015-09-12,2018,42,97.9595246650567,115.2426336016974,55.959524665056705,73.2426336016974,55.959524665056705,73.2426336016974,26-50,True,False,False
2015-09-12,2040,1,22.561432039253667,24.307277886317387,21.561432039253667,23.307277886317387,21.561432039253667,23.307277886317387,<=10,True,False,False
2015-09-12,3528,2,10.790308054249724,10.374311790033525,8.790308054249724,8.374311790033525,8.790308054249724,8.374311790033525,<=10,False,True,False
2015-09-12,3344,10,13.995597465585668,13.552593788707181,3.995597465585668,3.5525937887071812,3.995597465585668,3.5525937887071812,<=10,False,True,False
2015-09-12,2874,24,26.661208968287685,28.703979303827637,2.661208968287685,4.703979303827637,2.661208968287685,4.703979303827637,11-25,True,False,False
2015-09-12,1659,3,17.983161290274097,19.762197445843228,14.983161290274097,16.762197445843228,14.983161290274097,16.762197445843228,<=10,True,False,False
2015-09-12,1891,2,5.808233404941491,6.307274026699906,3.8082334049414914,4.307274026699906,3.8082334049414914,4.307274026699906,<=10,True,False,False
2015-09-12,1723,18,11.093581890324302,13.798103444140224,-6.906418109675698,-4.201896555859776,6.906418109675698,4.201896555859776,11-25,False,True,False
2015-09-12,566,2,5.6429320139353925,3.269039224198126,3.6429320139353925,1.269039224198126,3.6429320139353925,1.269039224198126,<=10,False,True,False
2015-09-12,4021,22,58.20445772634848,37.80437536042753,36.20445772634848,15.804375360427528,36.20445772634848,15.804375360427528,11-25,False,True,False
2015-09-12,553,2,6.891633398384683,6.656181436375098,4.891633398384683,4.656181436375098,4.891633398384683,4.656181436375098,<=10,False,True,False
2015-09-12,2334,36,63.33954704031432,45.47749777246763,27.339547040314322,9.477497772467629,27.339547040314322,9.477497772467629,26-50,False,True,False
2015-09-12,2913,6,9.289073296461519,7.777231413147247,3.2890732964615186,1.7772314131472466,3.2890732964615186,1.7772314131472466,<=10,False,True,False
2015-09-12,3407,4,25.462871910601606,27.69829742282236,21.462871910601606,23.69829742282236,21.462871910601606,23.69829742282236,<=10,True,False,False
2015-09-12,2548,2,5.6429320139353925,5.362922860303581,3.6429320139353925,3.3629228603035806,3.6429320139353925,3.3629228603035806,<=10,False,True,False
2015-09-12,2877,24,27.467626568188674,27.428942694430187,3.467626568188674,3.4289426944301873,3.467626568188674,3.4289426944301873,11-25,False,True,False
2015-09-12,1609,12,36.446757816029056,30.932865574211498,24.446757816029056,18.932865574211498,24.446757816029056,18.932865574211498,11-25,False,True,False
2015-09-12,1728,4,12.380437032579556,9.75027876242122,8.380437032579556,5.750278762421219,8.380437032579556,5.750278762421219,<=10,False,True,False
2015-09-12,738,34,52.17024498567611,40.60183537148098,18.170244985676113,6.6018353714809805,18.170244985676113,6.6018353714809805,26-50,False,True,False
2015-09-12,3226,97,78.74737085866123,191.96871205875655,-18.252629141338772,94.96871205875655,18.252629141338772,94.96871205875655,51-100,True,False,False
2015-09-12,827,24,33.08848946922688,32.706835516751006,9.088489469226879,8.706835516751006,9.088489469226879,8.706835516751006,11-25,False,True,False
2015-09-12,10,12,56.81635818075081,74.05088969072523,44.81635818075081,62.05088969072523,44.81635818075081,62.05088969072523,11-25,True,False,False
2015-09-12,3374,6,9.64318649069237,10.064364138723683,3.6431864906923703,4.064364138723683,3.6431864906923703,4.064364138723683,<=10,True,False,False
2015-09-12,3848,12,9.809174934142394,7.533644983229138,-2.190825065857606,-4.466355016770862,2.190825065857606,4.466355016770862,11-25,True,False,False
2015-09-12,3708,8,20.426275890837992,19.078667969622654,12.426275890837992,11.078667969622654,12.426275890837992,11.078667969622654,<=10,False,True,False
2015-09-12,2880,8,18.314374359968976,19.85753497778162,10.314374359968976,11.857534977781619,10.314374359968976,11.857534977781619,<=10,True,False,False
2015-09-12,1057,2,5.6429320139353925,3.0403792517058434,3.6429320139353925,1.0403792517058434,3.6429320139353925,1.0403792517058434,<=10,False,True,False
2015-09-12,2219,6,32.62340539434146,40.68186433370013,26.62340539434146,34.68186433370013,26.62340539434146,34.68186433370013,<=10,True,False,False
2015-09-12,3766,3,5.6429320139353925,3.8419012412158366,2.6429320139353925,0.8419012412158366,2.6429320139353925,0.8419012412158366,<=10,False,True,False
2015-09-12,840,96,14.532249899019781,12.84807354932579,-81.46775010098023,-83.15192645067421,81.46775010098023,83.15192645067421,51-100,True,False,False
2015-09-12,1829,10,34.95509066476751,33.86428210306928,24.95509066476751,23.86428210306928,24.95509066476751,23.86428210306928,<=10,False,True,False
2015-09-12,1132,6,6.817429007522777,7.191417310695247,0.8174290075227768,1.1914173106952468,0.8174290075227768,1.1914173106952468,<=10,True,False,False
2015-09-12,2086,12,5.6429320139353925,4.9190348952659875,-6.3570679860646075,-7.0809651047340125,6.3570679860646075,7.0809651047340125,11-25,True,False,False
2015-09-12,2122,1,20.583251620562553,22.94416991242272,19.583251620562553,21.94416991242272,19.583251620562553,21.94416991242272,<=10,True,False,False
2015-09-12,1420,55,36.430888258442735,38.80181506121845,-18.569111741557265,-16.19818493878155,18.569111741557265,16.19818493878155,51-100,False,True,False
2015-09-12,3043,1,7.459882504041223,4.876390557099523,6.459882504041223,3.8763905570995227,6.459882504041223,3.8763905570995227,<=10,False,True,False
2015-09-12,3114,8,5.6429320139353925,6.481405165081833,-2.3570679860646075,-1.5185948349181668,2.3570679860646075,1.5185948349181668,<=10,False,True,False
2015-09-12,2025,31,52.6513789467745,65.7524054953493,21.6513789467745,34.752405495349294,21.6513789467745,34.752405495349294,26-50,True,False,False
2015-09-12,1710,12,25.522613462639157,25.699239562901347,13.522613462639157,13.699239562901347,13.522613462639157,13.699239562901347,11-25,True,False,False
2015-09-12,1666,72,69.0884280429617,81.57625885897642,-2.911571957038305,9.576258858976416,2.911571957038305,9.576258858976416,51-100,True,False,False
2015-09-12,3493,48,71.23824918017148,57.700819087256484,23.23824918017148,9.700819087256484,23.23824918017148,9.700819087256484,26-50,False,True,False
2015-09-12,1675,5,25.55777744754628,25.65485344380238,20.55777744754628,20.65485344380238,20.55777744754628,20.65485344380238,<=10,True,False,False
2015-09-12,2829,1,7.472464181150358,4.781056443191753,6.472464181150358,3.781056443191753,6.472464181150358,3.781056443191753,<=10,False,True,False
2015-09-12,1368,18,17.102164645918155,15.957093974846693,-0.8978353540818453,-2.0429060251533073,0.8978353540818453,2.0429060251533073,11-25,True,False,False
2015-09-12,2984,4,6.891633398384683,4.740156883123683,2.891633398384683,0.7401568831236833,2.891633398384683,0.7401568831236833,<=10,False,True,False
2015-09-12,3122,15,30.011632623020024,32.169002782527755,15.011632623020024,17.169002782527755,15.011632623020024,17.169002782527755,11-25,True,False,False
2015-09-12,2710,3,5.72070313448962,3.5533709428758087,2.7207031344896198,0.5533709428758087,2.7207031344896198,0.5533709428758087,<=10,False,True,False
2015-09-12,1838,1,34.41869785688631,39.44481974980438,33.41869785688631,38.44481974980438,33.41869785688631,38.44481974980438,<=10,True,False,False
2015-09-12,1933,36,25.88122867923095,20.524614042873367,-10.11877132076905,-15.475385957126633,10.11877132076905,15.475385957126633,26-50,True,False,False
2015-09-12,1907,48,19.749392751660725,20.510606987974544,-28.250607248339275,-27.489393012025456,28.250607248339275,27.489393012025456,26-50,False,True,False
2015-09-12,1859,1,19.988794561723875,19.386877613464385,18.988794561723875,18.386877613464385,18.988794561723875,18.386877613464385,<=10,False,True,False
2015-09-12,69,4,6.891633398384683,5.903153887602121,2.891633398384683,1.9031538876021212,2.891633398384683,1.9031538876021212,<=10,False,True,False
2015-09-12,1077,20,45.07398646635897,46.38957243316092,25.073986466358967,26.38957243316092,25.073986466358967,26.38957243316092,11-25,True,False,False
2015-09-12,2316,54,23.30357715972543,26.313335870857017,-30.69642284027457,-27.686664129142983,30.69642284027457,27.686664129142983,51-100,False,True,False
2015-09-12,1623,18,60.87134937813638,51.10996497511121,42.87134937813638,33.10996497511121,42.87134937813638,33.10996497511121,11-25,False,True,False
2015-09-12,2010,20,75.30845788523862,61.23047232234917,55.308457885238624,41.23047232234917,55.308457885238624,41.23047232234917,11-25,False,True,False
2015-09-12,3761,2,8.930337553860172,6.285512096206226,6.930337553860172,4.285512096206226,6.930337553860172,4.285512096206226,<=10,False,True,False
2015-09-12,456,2,7.459882504041223,3.1303811718976693,5.459882504041223,1.1303811718976693,5.459882504041223,1.1303811718976693,<=10,False,True,False
2015-09-12,2883,24,51.62952469051082,47.687653727966755,27.62952469051082,23.687653727966755,27.62952469051082,23.687653727966755,11-25,False,True,False
2015-09-12,2041,1,27.210016599952908,33.654850859785824,26.210016599952908,32.654850859785824,26.210016599952908,32.654850859785824,<=10,True,False,False
2015-09-12,620,84,34.76815358854793,30.449524478228344,-49.23184641145207,-53.55047552177166,49.23184641145207,53.55047552177166,51-100,True,False,False
2015-09-12,2096,1,11.855927250767825,11.625041711305757,10.855927250767825,10.625041711305757,10.855927250767825,10.625041711305757,<=10,False,True,False
2015-09-12,687,10,43.59012190283627,37.56196714352147,33.59012190283627,27.56196714352147,33.59012190283627,27.56196714352147,<=10,False,True,False
2015-09-12,3627,2,12.595912430175906,15.218577466989757,10.595912430175906,13.218577466989757,10.595912430175906,13.218577466989757,<=10,True,False,False
2015-09-12,491,12,27.105993677587694,22.493419201877522,15.105993677587694,10.493419201877522,15.105993677587694,10.493419201877522,11-25,False,True,False
2015-09-12,2671,24,21.555983764095597,24.19322033115975,-2.444016235904403,0.19322033115975046,2.444016235904403,0.19322033115975046,11-25,False,True,False
2015-09-12,97,24,44.519818813899946,42.24305605018354,20.519818813899946,18.24305605018354,20.519818813899946,18.24305605018354,11-25,False,True,False
2015-09-12,1715,1,9.362614719452024,7.517197866367912,8.362614719452024,6.517197866367912,8.362614719452024,6.517197866367912,<=10,False,True,False
2015-09-12,1795,12,34.332005527773084,38.78313494199682,22.332005527773084,26.78313494199682,22.332005527773084,26.78313494199682,11-25,True,False,False
2015-09-12,2487,12,19.686271403583223,18.436439084471303,7.686271403583223,6.436439084471303,7.686271403583223,6.436439084471303,11-25,False,True,False
2015-09-12,3195,26,12.519083120559413,13.29252376221146,-13.480916879440587,-12.70747623778854,13.480916879440587,12.70747623778854,26-50,False,True,False
2015-09-12,1906,3,5.72070313448962,4.57823943445436,2.7207031344896198,1.5782394344543604,2.7207031344896198,1.5782394344543604,<=10,False,True,False
2015-09-12,972,24,23.080315563849766,24.342437294268432,-0.9196844361502343,0.34243729426843217,0.9196844361502343,0.34243729426843217,11-25,False,True,False
2015-09-12,2430,3,14.817897247667593,16.766828461814136,11.817897247667593,13.766828461814136,11.817897247667593,13.766828461814136,<=10,True,False,False
2015-09-12,2922,22,15.518033644799631,11.724577546916716,-6.481966355200369,-10.275422453083284,6.481966355200369,10.275422453083284,11-25,True,False,False
2015-09-12,3854,25,7.910801412262904,14.934186789011942,-17.089198587737094,-10.065813210988058,17.089198587737094,10.065813210988058,11-25,False,True,False
2015-09-12,2795,2,10.894011013872435,7.617023198324848,8.894011013872435,5.617023198324848,8.894011013872435,5.617023198324848,<=10,False,True,False
2015-09-12,2852,72,27.133817804037225,27.573544598664046,-44.86618219596278,-44.42645540133596,44.86618219596278,44.42645540133596,51-100,False,True,False
2015-09-12,3814,8,20.232595319521884,18.760356178122212,12.232595319521884,10.760356178122212,12.232595319521884,10.760356178122212,<=10,False,True,False
